country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
World,1905,,1695427510.0,,3.512,0.002,2440.571,150.316,6.563,7244.465,182.302,2.581,4.273,,,1.44,,,2320.898,1.369,,,,25.922,56203.18,249037.297,54691.484,,221.796,197407.125,1260.161,3.814,,,,,17.17,0.01,1.973,5.661,4803.895,2.833,2034.716,1.2,322.94,0.19,97.01,0.057,0.001,1.98,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.036,0.111,0.152,0.006,9598.302,3345.558,,
World,1906,,1709887300.0,,4.497,0.003,2548.978,108.408,4.442,7420.486,176.021,2.43,4.34,,,1.491,,,2425.449,1.418,,,,30.419,58752.156,256457.781,57116.934,,240.823,202278.641,1358.039,5.941,,,,,19.027,0.011,2.034,5.738,4871.508,2.849,2067.422,1.209,327.073,0.191,97.878,0.057,0.001,2.127,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.037,0.114,0.157,0.006,9810.574,3477.249,,
World,1907,,1724558347.0,,4.63,0.003,2904.949,355.971,13.965,7778.838,358.352,4.829,4.511,,,1.684,,,2758.979,1.6,,,,35.048,61657.105,264236.625,59875.914,,260.701,207152.516,1477.449,7.995,,,,,19.877,0.012,2.247,5.928,4873.889,2.826,2118.715,1.229,331.165,0.192,119.41,0.069,0.001,2.054,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.038,0.118,0.162,0.006,10223.97,3875.045,,
World,1908,,1739441480.0,,4.824,0.003,2790.395,-114.554,-3.943,7711.734,-67.105,-0.863,4.433,,,1.604,,,2635.282,1.515,,,,39.873,64447.5,271948.344,62511.195,,280.376,212073.859,1606.228,9.829,,,,,19.676,0.011,2.157,5.841,4921.338,2.829,2118.962,1.218,335.119,0.193,128.779,0.074,0.001,1.834,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.039,0.121,0.166,0.006,10160.848,3751.185,,
World,1909,,1753729257.0,,6.06,0.003,2907.112,116.717,4.183,7906.798,195.065,2.529,4.509,,,1.658,,,2740.823,1.563,,,,45.933,67354.609,279855.156,65252.02,,303.899,217073.547,1740.586,12.176,,,,,23.523,0.013,2.217,5.924,4999.687,2.851,2148.511,1.225,338.844,0.193,134.358,0.077,0.001,2.347,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.04,0.125,0.171,0.006,10389.171,3887.774,,
World,1910,,1767417985.0,,7.083,0.004,3050.273,143.161,4.925,7848.428,-58.371,-0.738,4.441,,,1.726,,,2871.834,1.625,,,,53.016,70404.883,287703.594,68123.852,,328.814,221871.703,1884.679,14.523,,,,,24.915,0.014,2.291,5.863,4798.155,2.715,2176.739,1.232,342.243,0.194,144.094,0.082,0.001,2.347,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.042,0.128,0.176,0.006,10362.357,4049.323,,
World,1911,,1780422213.0,,7.258,0.004,3097.207,46.934,1.539,7862.826,14.398,0.183,4.416,,,1.74,,,2909.144,1.634,,,,60.274,73502.094,295566.406,71032.992,,354.532,226637.312,2037.494,16.797,,,,,25.718,0.014,2.308,5.843,4765.618,2.677,2199.417,1.235,346.16,0.194,152.815,0.086,0.001,2.274,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.043,0.132,0.181,0.006,10403.387,4109.89,,
World,1912,,1792912374.0,,7.629,0.004,3253.929,156.721,5.06,7921.23,58.404,0.743,4.418,,,1.815,,,3058.476,1.706,,,,67.902,76756.023,303487.656,74091.469,,382.847,231304.625,2194.655,19.144,,,,,28.315,0.016,2.389,5.852,4667.301,2.603,2224.523,1.241,351.324,0.196,157.161,0.088,0.001,2.347,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.044,0.135,0.186,0.007,10492.065,4282.631,,
World,1913,,1804803374.0,,8.516,0.005,3524.846,270.917,8.326,8145.113,223.883,2.826,4.513,,,1.953,,,3302.354,1.83,,,,76.418,80280.867,311632.75,77393.828,,412.445,235924.875,2376.612,21.565,,,,,29.598,0.016,2.542,5.965,4620.268,2.56,2267.487,1.256,357.466,0.198,181.957,0.101,0.001,2.421,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.045,0.139,0.191,0.007,10765.312,4587.387,,
World,1914,,1816884694.0,,8.111,0.004,3197.75,-327.096,-9.28,7824.466,-320.647,-3.937,4.307,,,1.76,,,2971.226,1.635,,,,84.529,83478.617,319457.219,80365.055,,442.582,240551.609,2562.615,23.839,,,,,30.136,0.017,2.326,5.738,4626.716,2.547,2242.119,1.234,364.317,0.201,186.003,0.102,0.001,2.274,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.046,0.142,0.196,0.007,10426.166,4225.762,,
World,1915,,1829102909.0,,7.915,0.004,3148.031,-49.719,-1.555,7701.369,-123.097,-1.573,4.21,,,1.721,,,2908.266,1.59,,,,92.444,86626.648,327158.594,83273.32,,474.447,245104.938,2760.178,26.259,,,,,31.866,0.017,2.284,5.643,4553.338,2.489,2252.633,1.232,371.608,0.203,197.563,0.108,0.001,2.421,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.048,0.146,0.201,0.007,10321.157,4177.361,,
World,1916,,1841395693.0,,8.441,0.005,3400.232,252.201,8.011,7941.577,240.208,3.119,4.313,,,1.847,,,3135.505,1.703,,,,100.885,90026.875,335100.156,86408.82,,512.824,249646.281,2975.374,28.973,,,,,38.377,0.021,2.424,5.763,4541.345,2.466,2295.854,1.247,379.071,0.206,215.195,0.117,0.001,2.714,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.049,0.15,0.206,0.007,10612.145,4463.556,,
World,1917,,1853777065.0,,8.509,0.005,3556.499,156.266,4.596,8015.733,74.156,0.934,4.324,,,1.919,,,3265.622,1.762,,,,109.394,93583.375,343115.875,89674.445,,553.333,254105.516,3214.739,31.467,,,,,40.509,0.022,2.505,5.786,4459.234,2.405,2328.266,1.256,386.437,0.208,239.365,0.129,0.001,2.494,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.05,0.153,0.211,0.007,10726.378,4642.977,,
World,1918,,1866778878.0,,6.519,0.003,3506.085,-50.414,-1.418,7922.89,-92.843,-1.158,4.244,,,1.878,,,3215.897,1.723,,,,115.912,97089.461,351038.812,92890.344,,589.852,258522.328,3459.761,33.594,,,,,36.519,0.02,2.451,5.696,4416.805,2.366,2320.688,1.243,393.439,0.211,245.023,0.131,0.001,2.127,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.051,0.157,0.215,0.008,10633.156,4575.699,,
World,1919,,1880624916.0,,7.399,0.004,3041.113,-464.972,-13.262,7426.347,-496.543,-6.267,3.949,,,1.617,,,2720.155,1.446,,,,123.312,100130.578,358465.156,95610.492,,627.8,262907.562,3733.172,35.795,,,,,37.948,0.02,2.164,5.377,4385.234,2.332,2289.866,1.218,399.806,0.213,273.411,0.145,0.001,2.201,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.052,0.16,0.22,0.008,10112.27,4070.594,,
World,1920,,1895426673.0,4824948231242.0,9.07,0.005,3546.758,505.645,16.627,8323.49,897.143,12.081,4.391,1.725,,1.871,0.735,,3132.616,1.653,,,,132.382,103677.336,366788.594,98743.117,,669.486,267684.312,4094.211,38.142,,,,,41.685,0.022,2.444,5.846,4776.732,2.52,2355.954,1.243,405.271,0.214,361.039,0.19,0.001,2.347,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.053,0.164,0.225,0.008,11081.009,4632.993,,
World,1921,,1910916276.0,,8.94,0.005,3114.994,-431.764,-12.173,8100.611,-222.879,-2.678,4.239,,,1.63,,,2672.104,1.398,,,,141.321,106792.328,374889.219,101415.219,,704.478,272669.906,4491.481,39.829,,,,,34.992,0.018,2.168,5.662,4985.617,2.609,2312.747,1.21,410.452,0.215,397.27,0.208,0.001,1.687,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.054,0.167,0.23,0.008,10820.044,4143.767,,
World,1922,,1927207651.0,,10.448,0.005,3264.717,149.723,4.807,8321.306,220.695,2.724,4.318,,,1.694,,,2773.434,1.439,,,,151.769,110057.047,383210.562,104188.648,,744.585,277726.5,4929.789,42.25,,,,,40.107,0.021,2.246,5.758,5056.589,2.624,2362.89,1.226,416.042,0.216,438.308,0.227,0.001,2.421,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.055,0.171,0.235,0.008,11096.396,4329.45,,
World,1923,,1944216846.0,,12.507,0.006,3702.996,438.279,13.425,8871.153,549.848,6.608,4.563,,,1.905,,,3149.715,1.62,,,,164.276,113760.039,392081.688,107338.367,,797.111,282894.656,5415.323,44.964,,,,,52.526,0.027,2.486,6.034,5168.157,2.658,2442.978,1.257,421.878,0.217,485.534,0.25,0.001,2.714,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.057,0.175,0.24,0.009,11732.04,4833.685,,
World,1924,,1961489200.0,,13.582,0.007,3716.143,13.147,0.355,8830.048,-41.105,-0.463,4.502,,,1.895,,,3155.952,1.609,,,,177.858,117476.18,400911.719,110494.32,,856.82,288008.562,5899.508,47.678,,,,,59.709,0.03,2.478,5.978,5113.906,2.607,2471.417,1.26,427.799,0.218,484.185,0.247,0.001,2.714,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.058,0.179,0.246,0.009,11725.088,4861.173,,
World,1925,,1979027667.0,,14.429,0.007,3740.633,24.49,0.659,8989.484,159.436,1.806,4.542,,,1.89,,,3153.677,1.594,,,,192.286,121216.82,409901.25,113648.0,,920.743,293257.406,6405.032,50.758,,,,,63.923,0.032,2.473,6.02,5248.851,2.652,2494.91,1.261,433.645,0.219,505.524,0.255,0.002,3.081,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.059,0.183,0.251,0.009,11913.61,4895.072,,
World,1926,,1996813608.0,,14.74,0.007,3677.407,-63.226,-1.69,8943.637,-45.848,-0.51,4.479,,,1.842,,,3084.044,1.544,,,,207.027,124894.227,418844.875,116732.047,,989.888,298523.656,6911.502,53.766,,,,,69.145,0.035,2.417,5.95,5266.23,2.637,2503.082,1.254,439.253,0.22,506.47,0.254,0.002,3.007,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.06,0.187,0.256,0.009,11881.277,4825.93,,
World,1927,,2014848732.0,,15.448,0.008,4012.947,335.54,9.124,9284.173,340.536,3.808,4.608,,,1.992,,,3364.399,1.67,,,,222.475,128907.172,428129.031,120096.438,,1065.906,303794.875,7465.65,56.7,,,,,76.018,0.038,2.591,6.105,5271.226,2.616,2576.853,1.279,444.462,0.221,554.148,0.275,0.001,2.934,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.061,0.191,0.262,0.009,12300.549,5221.131,,
World,1928,,2033160306.0,,35.583,0.018,3996.311,-16.636,-0.415,9322.984,38.812,0.418,4.585,,,1.966,,,3307.581,1.627,,,,258.058,132903.484,437452.0,123404.016,,1148.529,309121.562,8033.239,59.634,,,,,82.623,0.041,2.561,6.08,5326.674,2.62,2593.703,1.276,449.111,0.221,567.589,0.279,0.001,2.934,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.063,0.196,0.268,0.01,12360.601,5207.193,,
World,1929,,2052125441.0,,36.873,0.018,4288.21,291.899,7.304,9670.662,347.678,3.729,4.713,,,2.09,,,3523.884,1.717,,,,294.931,137191.688,447122.656,126927.906,,1251.424,314504.0,8654.938,62.494,,,,,102.895,0.05,2.701,6.223,5382.453,2.623,2652.586,1.293,453.038,0.221,621.698,0.303,0.001,2.861,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.064,0.2,0.274,0.01,12770.862,5543.765,,
World,1930,,2071786711.0,,35.561,0.017,3958.094,-330.115,-7.698,9396.154,-274.508,-2.839,4.535,,,1.91,,,3216.251,1.552,,,,330.492,141149.781,456518.812,130144.156,,1355.649,319942.062,9254.722,64.768,,,,,104.225,0.05,2.511,6.034,5438.06,2.625,2655.139,1.282,456.083,0.22,599.784,0.29,0.001,2.274,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.065,0.204,0.279,0.01,12501.47,5201.91,,
World,1931,,2092158599.0,,30.894,0.015,3539.319,-418.776,-10.58,9063.629,-332.526,-3.539,4.332,,,1.692,,,2833.196,1.354,,,,361.386,144689.109,465582.469,132977.359,,1448.537,325466.344,9835.229,66.602,,,,,92.889,0.044,2.272,5.811,5524.311,2.64,2641.023,1.262,458.565,0.219,580.507,0.277,0.001,1.834,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.066,0.208,0.285,0.01,12156.92,4753.062,,
World,1932,,2113215566.0,,24.694,0.012,3192.59,-346.729,-9.796,8757.925,-305.704,-3.373,4.144,,,1.511,,,2522.37,1.194,,,,386.08,147881.688,474340.406,135499.719,,1536.757,331031.719,10391.214,67.922,,,,,88.22,0.042,2.076,5.607,5565.335,2.634,2637.263,1.248,460.978,0.218,555.986,0.263,0.001,1.32,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.067,0.212,0.29,0.01,11849.51,4387.373,,
World,1933,,2134919626.0,,23.839,0.011,3362.682,170.092,5.328,8883.585,125.66,1.435,4.161,,,1.575,,,2638.807,1.236,,,,409.919,151244.375,483223.969,138138.531,,1627.676,336552.594,10998.791,69.462,,,,,90.919,0.043,2.149,5.631,5520.903,2.586,2681.514,1.256,463.418,0.217,607.577,0.285,0.001,1.54,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.069,0.216,0.295,0.011,12021.46,4587.15,,
World,1934,,2156892673.0,,28.514,0.013,3656.186,293.503,8.728,9230.619,347.035,3.906,4.28,,,1.695,,,2880.47,1.335,,,,438.433,154900.562,492454.562,141019.0,,1729.627,342127.062,11642.427,71.076,,,,,101.952,0.047,2.287,5.766,5574.434,2.584,2747.974,1.274,465.98,0.216,643.636,0.298,0.001,1.614,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.07,0.22,0.301,0.011,12437.094,4933.062,,
World,1935,,2179140887.0,,32.058,0.015,3835.741,179.555,4.911,9347.265,116.645,1.264,4.289,,,1.76,,,2998.369,1.376,,,,470.491,158736.297,501801.844,144017.359,,1841.002,347638.562,12334.386,73.057,,,,,111.374,0.051,2.363,5.785,5511.523,2.529,2798.582,1.284,468.761,0.215,691.96,0.318,0.001,1.98,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.071,0.225,0.307,0.011,12606.813,5149.565,,
World,1936,,2201762907.0,,38.736,0.018,4207.929,372.188,9.703,9852.772,505.508,5.408,4.475,,,1.911,,,3287.721,1.493,,,,509.227,162944.234,511654.625,147305.094,,1966.534,353283.406,13087.832,75.55,,,,,125.532,0.057,2.535,5.992,5644.844,2.564,2877.57,1.307,471.857,0.214,753.446,0.342,0.001,2.494,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.073,0.229,0.313,0.011,13194.023,5580.412,,
World,1937,,2224730578.0,,40.804,0.018,4496.713,288.784,6.863,10122.65,269.878,2.739,4.55,,,2.021,,,3465.992,1.558,,,,550.031,167440.938,521777.281,150771.078,,2107.111,358909.344,13934.458,78.264,,,,,140.578,0.063,2.657,6.082,5625.938,2.529,2940.399,1.322,475.365,0.214,846.626,0.381,0.001,2.714,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.074,0.234,0.319,0.011,13529.76,5911.669,,
